0,2447204.038,-5884122.093,-284783.3375
1,2447389.921,-5884048.486,-284784.2518
2,2447574.392,-5883968.74,-284786.048
3,2447755.055,-5883888.921,-284784.462
4,2447941.327,-5883813.39,-284784.9659
5,2448129.853,-5883741.672,-284785.5007
6,2448312.003,-5883662.738,-284783.558
7,2448493.436,-5883583.881,-284783.8682
8,2448681.353,-5883507.442,-284785.0633
9,2448867.922,-5883434.487,-284785.6335
10,2449053.603,-5883358.896,-284785.3353
11,2449234.354,-5883274.256,-284784.9005
12,2449420.094,-5883201.779,-284786.674
13,2449604.591,-5883121.396,-284785.1702
14,2449789.79,-5883045.749,-284783.7472
15,2449976.009,-5882972.75,-284785.4022
16,2450157.142,-5882891.683,-284784.608
17,2450351.029,-5882822.718,-284782.0808
18,2450533.047,-5882746.868,-284785.5431
19,2450710.947,-5882663.656,-284783.1943
20,2450895.02,-5882585.854,-284783.8198
21,2451081.575,-5882509.928,-284784.4515
22,2451265.263,-5882428.27,-284788.5034
23,2451447.886,-5882351.959,-284795.1219
24,2451636.643,-5882276.909,-284803.0714
25,2451818.621,-5882199.566,-284814.5373
26,2452003.649,-5882122.715,-284827.5107
27,2452185.343,-5882045.023,-284842.4606
28,2452371.394,-5881971.832,-284862.0686
29,2452558.209,-5881894.747,-284880.8034
30,2452735.758,-5881812.186,-284903.3741
31,2452918.716,-5881734.751,-284930.0537
32,2453099.839,-5881657.439,-284958.7244
33,2453285.109,-5881583.304,-284985.9961
34,2453464.999,-5881505.137,-285020.0944
35,2453646.752,-5881428.766,-285054.6323
36,2453830.677,-5881353.76,-285093.1649
37,2454013.537,-5881278.182,-285134.2573
38,2454186.139,-5881193.367,-285173.5013
39,2454365.24,-5881117.067,-285219.0999
40,2454543.242,-5881039.515,-285266.7495
41,2454720.164,-5880961.674,-285315.8395
42,2454898.682,-5880887.419,-285368.2891
43,2455076.059,-5880812.029,-285421.0843
44,2455255.597,-5880738.587,-285478.7386
45,2455427.043,-5880659.405,-285537.3911
46,2455603.541,-5880584.415,-285599.1292
47,2455779.729,-5880511.558,-285661.681
48,2455951.613,-5880436.068,-285726.5819
49,2456118.054,-5880354.838,-285797.204
50,2456288.745,-5880277.785,-285866.0192
51,2456461.786,-5880205.984,-285938.5925
52,2456634.385,-5880132.134,-286012.5102
53,2456804.466,-5880058.277,-286089.9886
54,2456967.922,-5879983.126,-286172.4712
55,2457136.37,-5879907.64,-286252.9054
56,2457301.515,-5879834.801,-286336.9488
57,2457468.568,-5879764.744,-286423.5668
58,2457632.928,-5879689.845,-286510.3879
59,2457793.434,-5879618.723,-286601.4808
60,2457957.109,-5879548.355,-286692.724
61,2458117.127,-5879475.886,-286788.8709
62,2458276.375,-5879398.835,-286886.0412
63,2458433.556,-5879326.425,-286986.4154
64,2458588.476,-5879254.889,-287088.8388
65,2458747.805,-5879190,-287191.9174
66,2458904.406,-5879122.283,-287296.5344
67,2459057.71,-5879050.511,-287402.1668
68,2459206.737,-5878977.044,-287515.3871
69,2459363.733,-5878921.032,-287624.8661
70,2459508.532,-5878840.165,-287738.4221
71,2459658.617,-5878775.25,-287855.5042
72,2459805.028,-5878706.667,-287970.842
73,2459950.446,-5878644.245,-288092.7252
74,2460094.21,-5878575.856,-288213.762
75,2460235.392,-5878508.711,-288337.0947
76,2460376.456,-5878444.142,-288463.3402
77,2460515.778,-5878374.712,-288591.225
78,2460662.223,-5878319.38,-288719.5277
79,2460796.83,-5878251.572,-288849.0653
80,2460935.499,-5878192.782,-288984.378
81,2461062.029,-5878125.682,-289118.415
82,2461195.12,-5878064.363,-289253.0316
83,2461329.387,-5878005.288,-289391.5949
84,2461453.087,-5877938.206,-289534.18
85,2461584.101,-5877882.055,-289672.111
86,2461713.107,-5877822.447,-289815.2371
87,2461840.861,-5877761.302,-289956.5529
88,2461964.73,-5877693.56,-290100.1645
89,2462103.078,-5877647.112,-290239.6158
90,2462222.915,-5877575.991,-290381.9282
91,2462351.933,-5877517.704,-290523.5985
92,2462475.551,-5877452.421,-290662.2941
93,2462613.103,-5877398.154,-290802.3617
94,2462736.972,-5877335.131,-290947.2604
95,2462863.753,-5877275.81,-291087.4477
96,2462994.576,-5877215.37,-291228.0908
97,2463119.163,-5877151.185,-291368.5617
98,2463249.126,-5877091.965,-291511.9916
99,2463373.064,-5877029.948,-291651.2539
100,2463503.909,-5876973.909,-291794.2155
101,2463629.873,-5876911.2,-291933.0866
102,2463758.533,-5876850.332,-292077.9558
103,2463891.734,-5876795.634,-292218.2681
104,2464012.772,-5876727.479,-292357.6925
105,2464140.933,-5876667.147,-292499.463
106,2464271.843,-5876608.552,-292640.9044
107,2464399.812,-5876549.31,-292781.258
108,2464525.737,-5876486.291,-292923.719
109,2464650.76,-5876419.482,-293065.56
110,2464782.781,-5876364.578,-293206.3561
111,2464913.347,-5876308.448,-293348.3139
112,2465040.005,-5876247.846,-293489.2097
113,2465163.415,-5876180.18,-293631.2869
114,2465294.449,-5876124.258,-293771.863
115,2465426.63,-5876064.883,-293911.6792
116,2465552.239,-5875998.051,-294053.2702
117,2465677.523,-5875931.74,-294188.0918
118,2465817.886,-5875877.933,-294324.9029
119,2465945.932,-5875808.29,-294459.3422
120,2466085.045,-5875747.66,-294590.6574
121,2466224.975,-5875686.417,-294720.0837
122,2466363.374,-5875619.36,-294849.118
123,2466501.047,-5875552.572,-294975.6953
124,2466646.158,-5875490.276,-295101.4165
125,2466790.266,-5875423.553,-295224.9541
126,2466932.335,-5875354.3,-295342.1803
127,2467083.122,-5875294.255,-295464.3819
128,2467224.526,-5875217.57,-295580.9118
129,2467375.394,-5875152.939,-295694.1864
130,2467522.644,-5875081.828,-295807.9105
131,2467680.849,-5875015.871,-295918.736
132,2467837.224,-5874952.681,-296027.9603
133,2467978.364,-5874867.668,-296133.6741
134,2468136.465,-5874799.793,-296238.2529
135,2468290.209,-5874726.478,-296340.8042
136,2468450.432,-5874661.825,-296442.7552
137,2468606.37,-5874579.345,-296539.1426
138,2468774.251,-5874525.89,-296637.5031
139,2468930.692,-5874446.237,-296730.937
140,2469095.149,-5874371.873,-296820.8031
141,2469255.656,-5874298.755,-296911.4768
142,2469414.216,-5874219.343,-296998.798
143,2469591.598,-5874157.651,-297083.9517
144,2469753.519,-5874078.82,-297169.1732
145,2469916.545,-5874001.064,-297248.3155
146,2470081.634,-5873921.426,-297328.0388
147,2470256.031,-5873853.187,-297402.7971
148,2470430.931,-5873784.217,-297477.4436
149,2470594.533,-5873699.166,-297550.9515
150,2470769.061,-5873628.481,-297619.1359
151,2470944.914,-5873555.425,-297686.0648
152,2471111.548,-5873471.848,-297751.2018
153,2471287.71,-5873399.204,-297813.5062
154,2471463.204,-5873321.729,-297872.2623
155,2471636.821,-5873244.205,-297931.9549
156,2471812.07,-5873167.075,-297986.8193
157,2471986.819,-5873088.179,-298040.1397
158,2472167.141,-5873010.009,-298090.7059
159,2472345.357,-5872933.266,-298138.5739
160,2472526.047,-5872857.829,-298185.0466
161,2472704.075,-5872782.326,-298227.8455
162,2472883.574,-5872703.58,-298272.1712
163,2473061.86,-5872625.265,-298309.2278
164,2473243.003,-5872549.511,-298344.1444
165,2473426.681,-5872472.159,-298381.4843
166,2473606.988,-5872392.013,-298411.1689
167,2473788.493,-5872314.06,-298439.5025
168,2473969.019,-5872233.187,-298467.0486
169,2474155.86,-5872159.087,-298490.7805
170,2474336.176,-5872079.441,-298511.6224
171,2474512.908,-5871995.389,-298533.8699
172,2474702.137,-5871921.749,-298549.494
173,2474879.677,-5871836.607,-298565.2869
174,2475069.944,-5871766.842,-298577.9572
175,2475249.562,-5871684.881,-298587.8037
176,2475435.289,-5871609.207,-298593.6152
177,2475622.883,-5871536.997,-298598.6336
178,2475805.031,-5871454.672,-298601.6063
179,2475992.151,-5871380.06,-298599.3231
180,2476178.423,-5871303.088,-298602.9962
